source_file,well_file_no,well_name,api_number,county,section,township,range,quarter_quarter,footages,latitude,longitude,operator,spud_date,completion_date,stimulation_type,field_name,pool,raw_text_sample
W23364.pdf,23364,Atlanta Federal 9-6H,33-105-02724,Gas,57,153N,101W,NENW,N/A,N/A,N/A,"Continental Resources, Inc.",8/20/13,8/25/13,"Acidizing, Fracture Treatment, Shooting",Cperator,Nar,"s SUNDRY NOTICES AND REPORTS ON WELLS~FO .~.._ ~""f;:,'f1 (4cJ'ef,, INDUSTRIAL COMMISSION OF NORTH DAKOTAOIL AND GAS DIVISION ·~""'\. ~ <;,.>, Well File No. 6 B 0 IS 0 ME AA RS CT KB , ON UD L E 5 V 85 A 0 R 5 D -0 8 D 40 E PT 405 < · ! ~ ! ~ : r ; > .> ~ . \ u ~. \ V \ ( I\ , _ ·.'\ 1 ~ ' . 2 J \3 ~, "" \ ' ' "" • i £ \ . r t - . ·. . ~ l ~, r c ,. • v ~- · :' . . J : . 23364 SFN 5749 (09-2006) ;:!:. '..-"".'.! {\ \. (.)\\_ b. u ' ~ ~\) ~~\S\0~ /·, PLEASE READ INSTRUCTIONS BEFORE FILLING OUT FORM. P"
W28557.pdf,28557,Spacing Unit Description Wade Federal 5300 41-30,33-053-05998,Mckenzielot,5,153N,100W,SWNW,877' FSL & 280' FWL,48.044367,-103.600067,Well Name Final report Date,N/A,N/A,"Acidizing, Fracture Treatment, Shooting",Baker,Name,"Wade Federal 5300 41-30 7TEnd of Well Report Wade Federal 5300 41-30 7T 877' FSL - 280' FWLSEC 30, T153N, R100WMcKenzie County, NDPrepared by: Dylan E. Fowler, well-site geologist Columbine Logging, Inc. 2385 S. Lipan St. Denver CO 80223 Prepared for: Brendan Hargrove, operations geologist 1001 Fannin, Suite 1500 Houston, Texas 77002 1.0 INTRODUCTIONWade Federal 5200 41-30 7T is a East lateral Three Forks 1st Bench well located in SEC 30, T153N, R100W in McKenzie County, North Dakota. The primar"
W28190.pdf,28190,Lewis Federal 5300 21-31,33-053-05845,Mckenzie,31,153N,100W,SWNW,1995' FNL & 200' FEL,48.031708,-103.603106,of its intent to drill the Well and has advised the Gathering Company that it currently,"February 4, 2019",N/A,"Acidizing, Fracture Treatment, Shooting",Baker,Name,"WELL COMPLET:ON OR RECOMPLET:ON REPORT‐ FORM■ CE′ッ ミゎ INDUSTRIAL COMMISSION OF NORTH DAKOTAO!L AND GAS DIVIS10NDEPT 405 SEP 1 7 2019 28190 BISMARCK,ND 58505-0840 SFN 2468(04-2010) C CAS∬ ・ DE es ig- n o a i t t e w Ty e pe t t o f Comp E le tio E n oR wel El Recomptetion ! Deepened wett E Rooeo Horizontal Leg E Extended Horizontal Leg E Gaswell E Swowett E Watersupptywett tr otner: We‖ Name and Number Spacing unit DeSCription Lewis Federa:530021‐ 316B Sec.31′32T153N R100WOperator Telephone Numbe"
W28194.pdf,28194,Lewis Federal 5300 21-31,33-053-05849,Mckenzie,31,153N,100W,NESE,2611' FSL & 513' FWL,48.0318,-103.603106,Oasis Petroleum,"January 30, 2019",N/A,"Acidizing, Fracture Treatment, Shooting",of,County,"XX 19 Page 2 SFN 2468(04‐2010) GEOLOGiCAL MARKERS PLUG BACKINFORMAT:ONFormation MD(Ft) TVD(Ft) tVe‖ Bore TvDe of Pluq Top(Ft) Bottom(Ft) Sacks Cemenl Dakota Kibbev Lime 8“1 8436 First Charles Salt 3589 8584 UBBase Last Salt 9265 9258 Ratc“ffe Mission Canyon 9473 9466 Lodgepole 10039 10032 False Bakken 10940 40750 Scallion LJDDeT Bakken 10963 10759 Middlo Bakken 11020 10774 Target CORES CUTToo(Ft) Bouom(Ft) Formation Top(Ft) Bottom(Ft) Fo「 malon Test Date Formalion Top (Ft) Botom(Ft) 8H Temp (""F)"
W23360.pdf,23360,ATLANTA13-6H,33-105-02720,Gas,57,153N,101W,NENW,N/A,N/A,N/A,"Continental Resources, Inc.",3/8/13,4/7/13,"Acidizing, Fracture Treatment, Shooting",Co,County,"5 INDUSTRIAL COMMISSION OF NORTH DAKOTAOIL AND GAS DIVISION IWell File No. 600 EAST BOULEVARD DEPT 405 23360 BISMARCK, ND 58505-0840 SFN 5749 (09-2006) PLEASE READ INSTRUCTIONS BEFORE FILLING OUT FORM. PLEASE SUBMIT THE ORIGINAL AND ONE COPY. ID Notice of Intent Approximate Start Date D Spill Report D Redrilling or Repair Shooting Ill Report of Work Done Date Work Completed D Casing or Liner D Acidizing June 4, 2014 D Plug Well D Fracture Treatment D Notice of Intent to Begin a Workover Project "
W28976.pdf,28976,Oasis Wade Federal 5300 21-30,33-053-06129,Gas,57,153N,100W,SWNW,N/A,48.040525,-103.600067,Daniel Ogden,N/A,N/A,"Acidizing, Fracture Treatment, Shooting",Pool,County,"SUNDRY NOTICES AND REPORTS ON WELLS - FORM 4 INDUSTRIAL COMMISSION OF NORTH DAKOTAReceived OIL AND GAS DIVISION IWell File No. 28976 600 EAST BOULEVARD DEPT 405 BISMARCK, ND 58505-0840 FEB 1 2 2016 SFN 5749 (09-2006) !JD OH & Gas Divi~ion PLEASE READ INSTRUCTIONS BEFORE FILLING OUT FORM. PLEASE SUBMIT THE ORIGINAIL A ND ONE COPY. D Notice of Intent Approximate Start Date D Drilling Prognosis D Spill Report D DRedrilling or Repair Shooting 0 Report of Work Done Date Work Completed D Casing or Lin"
W28744.pdf,28744,Spacing Unit Description Wade Federal 5300 41-30,33-053-06051,Wa,57,153N,100W,SWNW,611' FSL & 260' FWL,48.040525,-103.600067,and will be,N/A,N/A,"Acidizing, Fracture Treatment, Shooting",Baker,Name,"AUTHORIZATION TO PURCHASE A EASE-Form 8 INDUSTRIAL COMMISSION OF NORTH Well File No. t OIL AND GAS DIVISION 28744 600 EAST BOULEVARD DEPT 405 NDIC CTB No. BISMARCK, ND 58505-0840 To be assigned ~ SFN 5698 (03-2000) PLEASE REAO INSTRUCTIONS BEFORE FILLING OUT FORM. PLEASE SUBMIT THE ORIGINAL ANO FOUR COPIES. w ell Name and Number Qtr-Qtr Section Range County wA DE FEDERAL 5300 41-30 9B LOT4 30 100 Mckenzie 0 perator Telephone Number Field 0 asis Petroleum North America LLC (281) 404-9573 BAKERA d"
W23361.pdf,23361,Spacing Unit Description AUmta 12-6H,33-105-02721,Gas,57,153N,101W,NENW,N/A,N/A,N/A,"Continental Resources, Inc.",3/10/13,3/30/13,"Acidizing, Fracture Treatment, Shooting",Continental,County,") !A· SUNDRY NOTICES AND REPORTS ON WELLS - INDUSTRIAL COMMISSION OF NORTH DAKOTAOIL AND GAS DIVISION Well File No. 600 EAST BOULEVARD DEPT 405 23361 BISMARCK, ND 58505-0840 SFN 5749 (09-2006) ' PLEASE READ INSTRUCTIONS BEFORE FILLING OUT FORM. PLEASE SUBMIT THE ORIGINALI A ND ONE COPY. D Notice of Intent Approximate Start Date O Drilling Prognosis D Spill Report 0 Redrilling or Repair D Shooting i;zJ Report of Work Done Date Work Completed 0 Casing or Liner D Acidizing June 3, 2014 O PlugWell D"
W22731.pdf,22731,MAGNUM 3-36-25H,33-053-04069,Mckenziesection,36,153N,101W,SWSW,N/A,48.024964,-103.60527,"SLAWSON EXPLORATION COMPANY, INC.",N/A,N/A,Fracture Treatment,BAKERCounty,Permit,"Industrial Commission of North Dakota Oil and Gas Division Spill / Incident Report Date/Time Reported : Jun 3 2013 / 10:40 State Agency person : Responsible Party : Slawson Well Operator : SLAWSON EXPLORATION COMPANY, INC. Date/Time of Incident : 6/1/2013 12:00:00 AMNDIC File Number : 22731 Facility Number : Well or Facility Name : MAGNUM 3-36-25HType of Incident : Treater Popoff Field Name : BAKERCounty : MCKENZIESection : 36 Township : 153 Range : 101 Quarter-Quarter : SEQuarter : SEDistance t"
W28342.pdf,28342,Spacing Unit Description Chalmers 5301 44-24,33-053-05924,Gas,57,153N,101W,SESE,1027' FSL & 228' FWL,48.055603,-103.605153,Henry Unger,N/A,N/A,"Acidizing, Fracture Treatment, Shooting",Pool,County,"SUNDRY NOTICES AND REPORTS ON WELLS - FORM 4 INDUSTRIAL COMMISSION OF NORTH DAKOTAOIL AND GAS DIVISION 600 EAST BOULEVARD DEPT 405 BISMARCK, ND 58505-0840 SFN 5749 (09-2006) PLEASE READ INSTRUCTIONS BEFORE FILLING OUT FORM. PLEASE SUBMIT THE ORIGINAL AND ONE COPY. ID DNotice of Intent Approximate Start Date D DRedrilling or Repair Shooting 0 D DReport of Work Done Date Work Completed Casing or Liner Acidizing Februa 4, 2015 D DPlug Well Fracture Treatment D D DNotice of Intent to Begin a Workove"
W23363.pdf,23363,HORIZONTAL WELLATLANTA FEDERAL 10-6H,33-105-02723,Gas,57,153N,101W,NENW,N/A,N/A,N/A,"Continental Resources, Inc.",9/6/13,9/12/13,"Acidizing, Fracture Treatment, Shooting",Continental,Name,"5 ! OIL AND GAS DIVISION Well File No. 600 EAST BOULEVARD DEPT 405 23363 BISMARCK, ND 58505-0840 SFN 5749 (09-2006) PLEASE READ INSTRUCTIONS BEFORE FILLING OUT FORM. PLEASE SUBMIT THE ORIGINALI A ND ONE COPY. D Notice of Intent Approximate Start Date D Drilling Prognosis D Spill Report D Redrilling or Repair D Shooting t;zJ Report of Work Done Date Work Completed D Casing or Liner D Acidizing June 4, 2014 D PlugWell D Fracture Treatment D Notice of Intent to Begin a Workover Project that may Qua"
W29316.pdf,29316,GRAMMA FEDERAL 5300 41-31,33-053-06231,Gas,57,153N,100W,SWSW,647' FSL & 320' FWL,48.026172,-103.602875,"will not utilize a filtration system, a waiver to the container requirement will be considered, but",02/01/2015,N/A,"Acidizing, Fracture Treatment, Shooting",Oasis,Name,"SUNDRY NOTICES AND REPORTS ON WELLS - FORM 4 INDUSTRIAL COMMISSION OF NORTH DAKOTAOIL AND GAS DIVISION !Well File No. 600 EAST BOULEVARD DEPT 405 Received 29316 BISMARCK, ND 58505-0840 SFN 5749 (09-2006) FEB 1 2 2016 PLEASE READ INSTRUCTIONS BEFORE FILLING OUT FORM. PLEASE SUBMIT THE ORIGINAL AND ONE COPY. ID Notice of Intent Approximate Start Date D Drilling Prognosis D Spill Report D DRedrilling or Repair Shooting 0 Report of Work Done Date Work Completed D Casing or Liner D Acidizing Au ust 2"
W29317.pdf,29317,Spacing Unit Description Gramma Federal 5300 41-31,33-053-06232,Mckenzielot,57,153N,100W,SWSW,713' FSL & 320' FWL,48.026356,-103.602875,"will not utilize a filtration system, a waiver to the container requirement will be considered, but",01/19/2015,N/A,"Acidizing, Fracture Treatment, Shooting",Oasis,Name,"AUTHORIZATION TO PURCHASE AND TRANSPORT OIL FROM LEASE-Form 8 INDUSTRIAL COMMISSION OF NORTH DAKOTA ~-------W-oU- F-""io-N-o. ------~ OIL AND GAS DMSION 29317 600 EAST BOULEVARD DEPT 405 NDICCTBNo. BISMARCK, ND 58505-0840 To be I ned SFN 5698 (03-2000) PLEASE READ INSTRUCTIONS BEFORE FILLING OUT FORM. PLEASE SUBMIT THE ORIGINAL AND FOUR COPIES. Well Name and Number Qtr-Qtr Section Township Range County ~G~R=.A...::M.:.~M~A~F~E~D~E~R~AL~53~0~0~4~1-~31..:...1..;.3;~T-1=-~~~~~~..__~~L~O~T~4~___,_~~3"
W20864.pdf,22099,BRAY 5301 43-12H,33-053-03911,Mckenziesection,12,153N,101W,SESE,250' FNL & 1927' FEL,48.082767,-103.612014,OASIS PETROLEUM NORTH AMERICA LLC,N/A,N/A,"Acidizing, Fracture Treatment, Shooting",BAKERCounty,Ed,Industrial Commission of North Dakota Oil and Gas Division Spill / Incident Report Date/Time Reported : Aug 22 2014 / 08:48 State Agency person : Responsible Party : Oasis Petroleum Well Operator : OASIS PETROLEUM NORTH AMERICA LLCDate/Time of Incident : 8/21/2014 12:00:00 AMNDIC File Number : 20864 Facility Number : Well or Facility Name : BRAY 5301 43-12HType of Incident : Stuffing Box Leak Field Name : BAKERCounty : MCKENZIESection : 12 Township : 153 Range : 101 Quarter-Quarter : SWQuarter :
W23362.pdf,23362,ATLANTA 11-6H,33-105-02722,Gas,57,153N,101W,NENW,N/A,N/A,N/A,"Continental Resources, Inc.",03/12/13,03/22/13,"Acidizing, Fracture Treatment, Shooting",Pool,Pj,"JSUNDRY NOTICES AND REPORTS ON WELLS -FORM 4 INDUSTRIAL COMMISSION OF NORTH DAKOTAOIL AND GAS DIVISION Well File No. 600 EAST BOULEVARD DEPT 405 23362 BISMARCK, ND 58505-0840 SFN 5749 (09-2006) ' PLEASE READ INSTRUCTIONS BEFORE FILLING OUT FORM. PLEASE SUBMIT THE ORIGINALI A ND ONE COPY. D Notice of Intent Approximate Start Date D Spill Report D Shooting Ill Report of Work Done Date Work Completed D Casing or Liner O Acidizing June 3, 2014 D PlugWell O Fracture Treatment 0 Notice of Intent to Be"
W28394.pdf,28554,Spacing Unit Description Wade Federal 5300 41-30,33-053-05943,Mckenzielot,57,153N,100W,SWSW,1263' FSL & 240' FWL,48.042258,-103.603169,David Grant,N/A,N/A,"Acidizing, Fracture Treatment, Shooting",Oasis,Name,"INDUSTRIAL COMMISSION OF NORTH DAKOTAOIL AND GAS DIVISION IWell File No. 600 EAST BOULEVARD DEPT 405 28394 BISMARCK, ND 58505-0840 SFN 2468 (04-2010) PLEASE READ INSTRUCTIONS BEFORE FILLING OUT FORM. PLEASE SUBMIT THE ORIGINAL AND ONE COPY. Designate Type of Completion IZI Oil Well D EOR Well 0 Recompletion D Deepened Well 0 Extended Horizontal Leg D Gas Well D SWD Well 0 Water Supply Well D Other: Well Name and Number Spacing Unit Description Wade Federal 5300 41-30 4T Sec. 29/30 T153N R101WOpe"
W28425.pdf,28425,Spacing Unit Description Wade Federal 5300 41-30,33-053-05954,Mckenzielot,57,153N,100W,SWNW,910' FSL & 280' FWL,48.044367,-103.600067,Well Name Final report Date,N/A,N/A,"Acidizing, Fracture Treatment, Shooting",Baker,Name,"Wade Federal 5300 41-30 6BEnd of Well Report Wade Federal 5300 41-30 6B 910' FSL - 280' FWLSEC 30, T153N, R100WMcKenzie County, NDPrepared by: Jake Robertson, well-site geologist Columbine Logging, Inc. 2385 S. Lipan St. Denver CO 80223 Prepared for: Brendan Hargrove, operations geologist 1001 Fannin, Suite 1500 Houston, Texas 77002 1.0 INTRODUCTIONWade Federal 5200 41-30 6B is a East lateral Middle Bakken well located in SEC 30, T153N, R100W in McKenzie County, North Dakota. The primary pay zon"
W28633.pdf,28633,Spacing Unit Description Chalmers 5300 21-19,33-053-06018,Gas,57,153N,100W,SWNW,N/A,N/A,N/A,"Oasis Petroleum North America, LLC",N/A,N/A,"Acidizing, Fracture Treatment, Shooting",Pool,County,"SUNDRY NOTICES AND REPORTS ON WELLS - FORM 4 INDUSTRIAL COMMISSION OF NORTH DAKOTAReceived OIL AND GAS DIVISION IWell File No. 600 EAST BOULEVARD DEPT 405 28633 FEB 18 2016 BISMARCK, ND 58505-0840 SFN 5749 (09-2006) ND Oil & Geis Division PLEASE READ INSTRUCTIONS BEFORE FILLING OUT FORM. PLEASE SUBMIT THE ORIGINAL AND ONE COPY. D Notice of Intent I Approximate Start Date D Drilling Prognosis D Spill Report D DRedrilling or Repair Shooting 0 Report of Work Done Date Work Completed D Casing or Lin"
W28978.pdf,28976,Range WADE FEDERAL 5300 21-30,33-053-06131,Mckenzielot,57,153N,100W,SWNW,N/A,48.040525,-103.600067,Daniel Ogden,N/A,N/A,"Acidizing, Fracture Treatment, Shooting",Oasis,Name,"Received WELL COMPLET:ON OR RECOMPLET:ON REPORlU『 ORtt Qo18 1NDuSTRIAL COMMiSS10N OF NORTH DAKOTA 01L AND OAS DlVIS10N 600 EAST BOUし EVARD DEPT 405 ND O‖ &Gas BISMARCK,ND 58505‐ C840 D市lsion SFN 2403(0●2010) PLEASE READINSTRUCT10NS BEFORE FILL NC OuT FORMPLEASE SuBMIT THE ORIG!NAL AND ONE COPYOesignate Typo ol Completion E oltwett E EoR we E Recomptelon E o€€pened we{ E Added Horizontatleg E Extended Hortzontat Leg D Gas Well E SWD WeI O Wate, SueDtyu,bl O Other: We,Name and Numbel spadng unl De"
W28601.pdf,28601,Spacing Unit Description Chalmers Wade Federal 5301 44-2412T,33-053-06012,Gas,57,153N,101W,SESE,522' FSL & 142' FWL,N/A,N/A,Daniel Ogden,N/A,N/A,"Acidizing, Fracture Treatment, Shooting",Oasis,County,"WELL COMPLETION OR RECOMPLETION REPORT • FOR 6 INDUSTRIAL COMMISSION OF NORTH DAKOTA :'\tl \\ 12+131 4 l ;s'* OIL AND GAS DIVISION ,,.<o'?J !Well File No. cb' 600 EAST BOULEVARD DEPT 405 ,,.. ~ ~ 28601 BISMARCK, ND 58505-0840 :v. ! FEB 2015 ~ ~ ("") NSFN 2468 (04-2010) N Rf:.<.;,EIVEO o ND Oil & G""5 ~ PLEASE READ INSTRUCTIONS BEFORE FILLING OUT FORM. Ni PLEASE SUBMIT THE ORIGINAL AND ONE COPY. ~ Designate Type of Completion IZI Oil Well 0 EOR Well 0 Recompletion 0 Deepened Well D Extended Horizon"
W23230.pdf,23230,ASH FEDERAL 5300 11-18T,33-053-04211,Mckenziesection,18,153N,100W,NENE,550' FNL & 200' FEL,48.079792,-103.6027,Mike McCammond,N/A,N/A,"Acidizing, Fracture Treatment, Shooting",BAKERCounty,Lcounty,Industrial Commission of North Dakota Oil and Gas Division Spill / Incident Report Date/Time Reported : Jan 11 2015 / 16:26 State Agency person : Responsible Party : OASIS PETROLEUM NORTH AMERICA LLCWell Operator : OASIS PETROLEUM NORTH AMERICA LLCDate/Time of Incident : 1/6/2015 12:00:00 AMNDIC File Number : 23230 Facility Number : Well or Facility Name : ASH FEDERAL 5300 11-18TType of Incident : Valve/Piping Connection Leak Field Name : BAKERCounty : MCKENZIESection : 18 Township : 153 Range :
W22099.pdf,22099,YUKON 5301 41-12T,33-053-03911,Mckenziesection,12,153N,101W,SWSW,255' FSL & 650' FWL,48.082917,-102.376956,OASIS PETROLEUM NORTH AMERICA LLC,N/A,N/A,"Acidizing, Fracture Treatment, Shooting",BAKERCounty,Name,Industrial Commission of North Dakota Oil and Gas Division Spill / Incident Report Date/Time Reported : Dec 25 2013 / 11:47 State Agency person : Responsible Party : Oasis Petroleum Well Operator : OASIS PETROLEUM NORTH AMERICA LLCDate/Time of Incident : 12/25/2013 12:00:00 AMNDIC File Number : 22099 Facility Number : 15623.1 Well or Facility Name : YUKON 5301 41-12TType of Incident : Stuffing Box Leak Field Name : BAKERCounty : MCKENZIESection : 12 Township : 153 Range : 101 Quarter-Quarter : Q
W29244.pdf,29244,Job # S15091-02,33-053-06225,Kline,57,153N,100W,NWNW,1875' FNL & 250' FEL,48.079192,-103.602942,Oasis Petroleum North America LLC,N/A,N/A,"Acidizing, Fracture Treatment, Shooting",Oasis,Name,"INDUSTRIAL COMMISSION OF NORTH DAKOTAOIL AND GAS DIVISION No. 600 EAST BOULEVARD DEPT 405 29244 BISMARCK, ND 58505-0840 SFN 2468 (04-2010) PLEASE READ INSTRUCTIONS BEFORE FILLING OUT FORM. PLEASE SUBMIT THE ORIGINAL AND ONE COPY. Designate Type of Completion 1£1 Oil Well 0 EOR Well D Recompletion D Deepened Well D Added Horizontal Leg D Extended Horizontal Leg D Gas Well D SWD Well D Water Supply Well D Other: Well Name and Number Spacing Unit Descrip.tion Kline Federal 5300 11-18 3T Sec. 17/18 "
W28600.pdf,28600,Oasis Chalmers 5301 44-24,33-053-06011,Gas,57,153N,101W,SESE,727' FSL & 204' FWL,48.055558,N/A,Daniel Ogden,N/A,N/A,"Acidizing, Fracture Treatment, Shooting",Oasis,Address,"SUNDRY NOTICES AND REPORTS ON WELLS - FORM 4 INDUSTRIAL COMMISSION OF NORTH DAKOTAOIL AND GAS DIVISION !Well File No. 28600 600 EAST BOULEVARD DEPT 405 BISMARCK, ND 58505-0840 SFN 5749 (09-2006) PLEASE READ INSTRUCTIONS BEFORE FILLING OUT FORM. PLEASE SUBMIT THE ORIGINAL AND ONE COPY. ID DNotice of Intent Approximate Start Date D DRedrilling or Repair Shooting 0 Report of Work Done Date Work Completed D Casing or Liner D Acidizing Janua 15,2015 D Plug Well D Fracture Treatment D Notice of Intent"
W23369.pdf,23369,ATLANTA 4-6H,33-105-02729,Williamssection,6,153N,101W,NWNW,N/A,N/A,N/A,Continental Resources,2/11/13,2/17/13,"Acidizing, Fracture Treatment, Shooting",BAKERCounty,County,"Industrial Commission of North Dakota Oil and Gas Division Spill / Incident Report Date/Time Reported : Nov 1 2013 / 08:52 State Agency person : Responsible Party : Schlumberger Well Operator : CONTINENTAL RESOURCES, INC. Date/Time of Incident : 11/1/2013 12:00:00 AMNDIC File Number : 23369 Facility Number : Well or Facility Name : ATLANTA 4-6HType of Incident : Tank Overflow Field Name : BAKERCounty : WILLIAMSSection : 6 Township : 153 Range : 101 Quarter-Quarter : Quarter : Distance to nearest"
W28599.pdf,28342,Spacing Unit Description Chalmers 5301 44-24,33-053-06010,Gas,57,153N,101W,SESE,761' FSL & 249' FWL,N/A,N/A,Daniel Ogden,N/A,N/A,"Acidizing, Fracture Treatment, Shooting",SERVICES,Bakkendate,"SUNDRY NOTICES AND REPORTS ON WELLS - FORM 4 INDUSTRIAL COMMISSION OF NORTH DAKOTAOIL AND GAS DIVISION 600 EAST BOULEVARD DEPT 405 BISMARCK, ND 58505-0840 SFN 5749 (09-2006) PLEASE READ INSTRUCTIONS BEFORE FILLING OUT FORM. PLEASE SUBMIT THE ORIGINAL AND ONE COPY. ID DNotice of Intent Approximate Start Date Drilling Prognosis D DRedrilling or Repair Shooting 0 Report of Work Done Date Work Completed D Casing or Liner D Acidizing Janua 30,2015 D Plug Well D Fracture Treatment D Notice of Intent t"
W29334.pdf,29334,Otr-Otr County KLINE FEDERAL 5300 11-18,33-053-06243,Gas,57,153N,100W,NENW,1080' FNL & 250' FEL,48.079356,-103.602831,"Oasis Petroleum North America, LLC.",N/A,N/A,"Acidizing, Fracture Treatment, Shooting",Pool,Name,"SUNDRY NOTICES AND REPORTS ON WELLS - FORM 4 INDUSTRIAL COMMISSION OF NORTH DAKOTAOIL AND GAS DIVISION Received 'Well File No. 600 EAST BOULEVARD DEPT 405 29334 BISMARCK, ND 58505-0840 FEB 12 2016 SFN 5749 (09-2006) PLEASE READ INSTRUCTIONS BEFORE FILLING OUT FORM. ND Oil & Gas Division PLEASE SUBMIT THE ORIGINAL AND ONE COPY. ID Notice of Intent Approximate Start Date D Drilling Prognosis D Spill Report D DRedrilling or Repair Shooting 0 Report of Work Done Date Work Completed D Casing or Liner"
W22249.pdf,22249,Spacing Unit Description MAGNUM 2-36,33-053-03944,Ma,36,153N,101W,SESE,N/A,48.024964,-103.605168,to submit an image log as a,N/A,N/A,Fracture Treatment,Slawson,Suite,"FO. WELL COMPLETl. R RECOMPLETION REPORT· INDUSTRIAL COMMISSION OF NORTH DAKOTA ~ IOIL AND GAS DIVISION • ~· . ~ • 1,; !""""I,> Well File No. 600 EAST BOULEVARD DEPT 405 ,, , ;_ 22249 BISMARCK, ND 58505-0840 Zt ., .·,~.,.--------~ SFN 2468 (04-2010) PLEASE READ INSTRUCTIONS BEFORE FILLING OUT FORM. PLEASE SUBMIT THE ORIGINAL AND ONE COPY. Designate Type of Completion 0 Oil Well D EOR Well D Recompletion D Deepened Well D Extended Horizontal Leg Gas Well SWDWell Water Supply Well Other: Well Name a"
W21796.pdf,21796,SM Energy Dahl Federal 2-15H,N/A,Dahl,57,153N,101W,NWNE,N/A,48.080347,-103.655597,authorizes the above named purchaser to purchase the percentage of oil stated above which is produced from the lease designated,N/A,N/A,"Acidizing, Fracture Treatment",Oasis,County,"AUTHORIZATION TO PURCHASE AND TRANSPORT OIL FROM LEASE-Form 8 INDUSTRIAL COMMISSION OF NORTH DAKOTA ~~~~W~ell~ File~ No.~ ~~~ Received 01L AND GAs rnv1s10N 21796 600 EAST BOULEVARD DEPT 405 NDIC CTB No. BISMARCK, ND 58505-0840 121796 SFN 5698 (03-2000) PLEASE READ INSTRUCTIONS BEFORE FILLING OUT FORM. ND Oil & Gas Division PLEASE SUBMIT THE ORIGINAL AND FOUR COPIES. Well Name and Number Qtr-Qtr Section Township Range County DAHL FEDERAL 2-15H NWNE 15 153 101 McKenzie Operator Telephone Number Fi"
W23368.pdf,23368,Spacing Unit Description Atlanta Federal 5-6H,33-105-02728,Gas,57,151N,101W,NWNW,N/A,N/A,N/A,"Continental Resources, Inc.",5/27/13,6/2/13,"Acidizing, Fracture Treatment, Shooting",Pool,County,"5 SUNDRY NOTICES AND REPORTS ON WELLS -FORM 4 INDUSTRIAL COMMISSION OF NORTH DAKOTA ! OIL AND GAS DIVISION Well File No. 600 EAST BOULEVARD DEPT 405 23368 BISMARCK, ND 58505-0840 SFN 5749 (09-2006) PLEASE READ INSTRUCTIONS BEFORE FILLING OUT FORM. PLEASE SUBMIT THE ORIGINALI A ND ONE COPY. D Notice of Intent Approximate Start Date D D Spill Report D D Shooting Ill Report of Work Done Date Work Completed D Casing or Liner D Acidizing June 4, 2014 D PlugWell D Fracture Treatment D Notice of Intent"
W29242.pdf,29242,Spacing Unit Description Kline Federal 5300 11-18,33-053-06223,Kline,57,153N,100W,NWNW,2210' FNL & 250' FEL,-48.078889,-103.603161,"Oasis Petroleum North America, LLC",N/A,N/A,"Acidizing, Fracture Treatment, Shooting",Oasis,Name,"WELL COMPLETION OR RECOMPLETION REPORT - FORINDUSTRIAL COMMISSION OF NORTH DAKOTAOIL AND GAS DIVISION 600 EAST BOULEVARD DEPT 405 29242 BISMARCK, ND 58505-0840 SFN 2468 (04-2010) PLEASE READ INSTRUCTIONS BEFORE FILLING OUT FORM. PLEASE SUBMIT THE ORIGINAL AND ONE COPY. Designate Type of Completion Ill Oil Well 0 EOR Well D Recompletion D Deepened Well D Added Horizontal Leg 0 Extended Horizontal Leg D Gas Well D SWD Well D Water Supply Well D Other: Well Name and Number Spacing Unit Description "
W28649.pdf,28649,Job # S14004-02,33-053-06024,Gas,57,153N,100W,SWNW,N/A,48.0612,-103.602808,"J. Creech, R. Maddalena",N/A,N/A,"Acidizing, Fracture Treatment, Shooting",Pool,County,"SUNDRY NOTICES AND REPORTS ON WELLS - FORM 4 INDUSTRIAL COMMISSION OF NORTH DAKOTAOIL AND GAS DIVISION !Well File No. Received 28649 600 EAST BOULEVARD DEPT 405 BISMARCK, ND 58505-0840 FEB 12 2016 SFN 5749 (09-2006) PLEASE READ INSTRUCTIONS BEFORE FILLING OUT FORM. ND Oil & Gas Division PLEASE SUBMIT THE ORIGINAIL A ND ONE COPY. D D DNotice of Intent Approximate Start Date Drilling Prognosis Spill Report D DRedrilling or Repair Shooting 0 Report of Work Done Date Work Completed D Casing or Liner"
W11745.pdf,11745,BASIC GAME AND FISH 34-3,N/A,McKenzie,2,150N,102W,NENE,N/A,N/A,N/A,ST MARY LAND & EXPLORATION COMPANY,N/A,N/A,N/A,BAKER,N/A,"Well File No. 11745 NDIC CTB No. SFN 5698 (03-2000) PLEASE READ INSTRUCTIONS BEFORE FILLING OUT FOPLEASE SUBMIT THE ORIGINAL AND FOUR COPIES. Well Name and Number Section Township Range County w Basic Game & Fish 34-3 2 153 N 101 McKenzie Operator Telephone Number Field RIM Operatin , Inc 303-799-9828 Baker Address City State Zip Code co 5 Inverness Drive East En lewood 80112 r/o IName of First Purchaser Telephone Number Purchased Date Effective PetroChina International America, Inc. 832-325-531"
